,id,titulo,artista,Est_animo,tiempo,genero,tipo_artista,fecha,duracionSeg,top,anioNacimiento,edad_en_billboard,Est_animo_cod,tiempo_cod,genero_cod,tipo_artista_cod,edad_cod,duracion_cod
533,533,Let Her Go,PASSENGER,Yearning,Fast Tempo,Alternative & Punk,Male,20140104,235.0,0,,26,4,0,1,3,1.0,3.0
534,534,Hold It Against Me,BRITNEY SPEARS,Excited,Fast Tempo,Pop,Female,20110129,138.0,1,1981.0,30,5,0,3,2,2.0,0.0
535,535,Ain't Worth The Whiskey,COLE SWINDELL,Empowering,Medium Tempo,Traditional,Male,20150117,251.0,0,1983.0,32,6,2,2,3,3.0,4.0
536,536,Hideaway,KIESZA,Energizing,Medium Tempo,Electronica,Female,20140802,248.0,0,1989.0,25,6,2,1,2,1.0,4.0
537,537,Lolly,MAEJOR ALI featuring JUICY J & JUSTIN BIEBER,Defiant,Medium Tempo,Urban,Male,20140111,673.0,0,,27,3,2,4,3,2.0,6.0
538,538,Title,MEGHAN TRAINOR,Yearning,Medium Tempo,Pop,Female,20150110,0.0,0,1993.0,22,4,2,3,2,1.0,0.0
539,539,On Top Of The World,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20140215,0.0,0,1987.0,27,4,2,1,3,2.0,0.0
540,540,Hold You Down,DJ KHALED feat CHRIS BROWN AUGUST ALSINA FUTURE & JEREMIH,Sensual,Slow Tempo,Urban,Mixed,20140920,238.0,0,1989.0,25,2,1,4,1,1.0,3.0
541,541,Glamorous,FERGIE featuring LUDACRIS,Energizing,Medium Tempo,Pop,Mixed,20070324,279.0,1,1975.0,32,6,2,3,1,3.0,5.0
542,542,Feeling Myself,NICKI MINAJ featuring BEYONCE,Cool,Medium Tempo,Urban,Female,20150103,261.0,0,1982.0,33,5,2,4,2,3.0,4.0
543,543,Jealous,NICK JONAS,Excited,Medium Tempo,Pop,Male,20140927,352.0,0,1992.0,22,5,2,3,3,1.0,6.0
544,544,Young Girls,BRUNO MARS,Empowering,Medium Tempo,Pop,Male,20140118,222.0,0,1985.0,29,6,2,3,3,2.0,3.0
545,545,Bottoms Up,BRANTLEY GILBERT,Yearning,Medium Tempo,Traditional,Male,20140104,243.0,0,1985.0,29,4,2,2,3,2.0,4.0
546,546,Out Of The Woods,TAYLOR SWIFT,Defiant,Medium Tempo,Pop,Female,20141101,374.0,0,1989.0,25,3,2,3,2,1.0,6.0
547,547,Can't Remember To Forget You,SHAKIRA featuring RIHANNA,Urgent,Fast Tempo,Pop,Female,20140201,272.0,0,1977.0,37,3,0,3,2,3.0,5.0
548,548,Everything I Shouldn't Be Thinking About,THOMPSON SQUARE,Defiant,Medium Tempo,Alternative & Punk,Male,20140201,212.0,0,,28,3,2,1,3,2.0,3.0
549,549,XO,BEYONCE,Excited,Fast Tempo,Urban,Female,20140104,221.0,0,1981.0,33,5,0,4,2,3.0,3.0
550,550,Call Me Maybe,CARLY RAE JEPSEN,Excited,Medium Tempo,Pop,Female,20120623,203.0,1,1985.0,27,5,2,3,2,2.0,2.0
551,551,Ayo,CHRIS BROWN & TYGA,Sensual,Slow Tempo,Urban,Male,20150124,211.0,0,1989.0,26,2,1,4,3,1.0,3.0
552,552,Beachin',JAKE OWEN,Yearning,Medium Tempo,Traditional,Male,20140412,5434.0,0,1981.0,33,4,2,2,3,3.0,6.0
553,553,Chasing The Sun,HILARY DUFF,Empowering,Medium Tempo,Rock,Male,20140816,0.0,0,1987.0,27,6,2,1,3,2.0,0.0
554,554,The Man,ALOE BLACC,Yearning,Medium Tempo,Urban,Male,20140118,201.0,0,1979.0,35,4,2,4,3,3.0,2.0
555,555,Low,FLO RIDA featuring T-PAIN,Brooding,Medium Tempo,Alternative & Punk,Male,20080105,212.0,1,1979.0,29,4,2,1,3,2.0,3.0
556,556,Lollipop,LIL WAYNE featuring STATIC MAJOR,Cool,Medium Tempo,Urban,Male,20080503,260.0,1,1982.0,26,5,2,4,3,1.0,4.0
557,557,Rockin' Around The Christmas Tree,BRENDA LEE,Upbeat,Medium Tempo,Traditional,Female,20140104,334.0,0,1944.0,70,5,2,2,2,4.0,6.0
558,558,Laffy Taffy,D4L,Energizing,Medium Tempo,Urban,Male,20060114,237.0,1,1983.0,23,6,2,4,3,1.0,3.0
559,559,Ultraviolence,LANA DEL REY,Empowering,Medium Tempo,Electronica,Female,20140621,209.0,0,1985.0,29,6,2,1,2,2.0,2.0
560,560,Black Widow,IGGY AZALEA featuring RITA ORA,Excited,Fast Tempo,Urban,Female,20140719,212.0,0,,25,5,0,4,2,1.0,3.0
561,561,Everything Is AWESOME!!!,TEGAN AND SARA featuring THE LONELY ISLAND,Excited,Fast Tempo,Soundtrack,Mixed,20140301,278.0,0,,25,5,0,0,1,1.0,5.0
562,562,Brave,SARA BAREILLES,Excited,Fast Tempo,Pop,Female,20140104,207.0,0,1979.0,35,5,0,3,2,3.0,2.0
563,563,Confessions Part II,USHER,Sensual,Medium Tempo,Urban,Male,20040724,205.0,1,1978.0,26,2,2,4,3,1.0,2.0
564,564,Seen It All,JEEZY featuring JAY Z,Defiant,Medium Tempo,Urban,Male,20140920,145.0,0,,33,3,2,4,3,3.0,0.0
565,565,Part II (On The Run),JAY Z featuring BEYONCE,Energizing,Medium Tempo,Urban,Mixed,20140308,3962.0,0,,21,6,2,4,1,0.0,6.0
566,566,Hips Don't Lie,SHAKIRA featuring WYCLEF JEAN,Fiery,Medium Tempo,Urban,Mixed,20060617,41.0,1,1977.0,29,4,2,4,1,2.0,0.0
567,567,Up Down (Do This All Day),T-PAIN featuring B.O.B,Energizing,Medium Tempo,Urban,Male,20140104,407.0,0,1985.0,29,6,2,4,3,2.0,6.0
568,568,Candy Shop,50 CENT featuring OLIVIA,Cool,Slow Tempo,Urban,Mixed,20050305,317.0,1,1975.0,30,5,1,4,1,2.0,6.0
569,569,Play It Again,LUKE BRYAN,Empowering,Medium Tempo,Traditional,Male,20140329,217.0,0,1976.0,38,6,2,2,3,3.0,3.0
570,570,Sleeping With A Friend,NEON TREES,Defiant,Medium Tempo,Alternative & Punk,Male,20140315,247.0,0,,36,3,2,1,3,3.0,4.0
571,571,Keep Them Kisses Comin',CRAIG CAMPBELL,Gritty,Medium Tempo,Traditional,Male,20140517,229.0,0,,29,3,2,2,3,2.0,3.0
572,572,Glory And Gore,LORDE,Cool,Medium Tempo,Electronica,Female,20140308,182.0,0,1996.0,18,5,2,1,2,0.0,2.0
573,573,FourFiveSeconds,RIHANNA & KANYE WEST & PAUL McCARTNEY,Empowering,Medium Tempo,Pop,Mixed,20150207,219.0,0,1981.0,34,6,2,3,1,3.0,3.0
574,574,Get On Your Knees,NICKI MINAJ featuring ARIANA GRANDE,Energizing,Fast Tempo,Urban,Female,20150103,0.0,0,1982.0,33,6,0,4,2,3.0,0.0
575,575,My Eyes,BLAKE SHELTON featuring GWEN SEBASTIAN,Empowering,Medium Tempo,Traditional,Mixed,20140517,258.0,0,,25,6,2,2,1,1.0,4.0
576,576,Radioactive,IMAGINE DRAGONS,Brooding,Medium Tempo,Alternative & Punk,Male,20140104,241.0,0,1979.0,35,4,2,1,3,3.0,4.0
577,577,Bad Bitch,FRENCH MONTANA featuring JEREMIH,Energizing,Medium Tempo,Urban,Male,20150110,201.0,0,,34,6,2,4,3,3.0,2.0
578,578,Royals,LORDE,Cool,Medium Tempo,Electronica,Female,20131012,320.0,1,1996.0,17,5,2,1,2,0.0,6.0
579,579,Heart Attack,ENRIQUE IGLESIAS,Sensual,Slow Tempo,Other,Male,20140111,228.0,0,1975.0,39,2,1,0,3,3.0,3.0
580,580,Blurred Lines,ROBIN THICKE featuring T.I. & PHARRELL,Energizing,Medium Tempo,Pop,Male,20130622,14.0,1,1977.0,36,6,2,3,3,3.0,0.0
581,581,Safe And Sound,CAPITAL CITIES,Excited,Medium Tempo,Alternative & Punk,Male,20140104,0.0,0,,37,5,2,1,3,3.0,0.0
582,582,Slave To The Rhythm,MICHAEL JACKSON,Fiery,Medium Tempo,Urban,Male,20140607,238.0,0,1958.0,56,4,2,4,3,4.0,3.0
583,583,Black And Yellow,WIZ KHALIFA,Cool,Medium Tempo,Urban,Male,20110219,3662.0,1,1987.0,24,5,2,4,3,1.0,6.0
584,584,Chainsaw,THE BAND PERRY,Yearning,Medium Tempo,Traditional,Mixed,20140531,1158.0,0,1983.0,31,4,2,2,1,3.0,6.0
585,585,I Believe,FANTASIA,Empowering,Medium Tempo,Urban,Female,20040710,205.0,1,1984.0,20,6,2,4,2,0.0,2.0
586,586,Wild Life,JACK & JACK,Defiant,Medium Tempo,Pop,Male,20140823,41.0,0,,23,3,2,3,3,1.0,0.0
587,587,Masterpiece,JESSIE J,Energizing,Medium Tempo,Pop,Female,20150103,199.0,0,1988.0,27,6,2,3,2,2.0,2.0
588,588,Sexy And I Know It,LMFAO,Aggressive,Medium Tempo,Urban,Male,20120107,260.0,1,1975.0,37,4,2,4,3,3.0,4.0
589,589,Adore You,MILEY CYRUS,Empowering,Medium Tempo,Pop,Female,20140111,1351.0,0,1992.0,22,6,2,3,2,1.0,6.0
590,590,Explosions,ELLIE GOULDING,Empowering,Slow Tempo,Electronica,Female,20140301,301.0,0,1986.0,28,6,1,1,2,2.0,6.0
591,591,I Bet My Life,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20141115,235.0,0,1979.0,35,4,2,1,3,3.0,3.0
592,592,I Won,FUTURE featuring KANYE WEST,Sensual,Slow Tempo,Urban,Male,20140510,231.0,0,1977.0,37,2,1,4,3,3.0,3.0
593,593,My Hitta,YG X JEEZY X RICH HOMIE QUAN,Cool,Medium Tempo,Urban,Male,20140104,227.0,0,,22,5,2,4,3,1.0,3.0
594,594,Not Afraid,EMINEM,Energizing,Medium Tempo,Urban,Male,20100522,259.0,1,1974.0,36,6,2,4,3,3.0,4.0
595,595,Classic,MKTO,Energizing,Medium Tempo,Pop,Male,20140301,297.0,0,,36,6,2,3,3,3.0,5.0
596,596,Makes Me Wonder,MAROON5,Energizing,Medium Tempo,Pop,Male,20070512,226.0,1,1979.0,28,6,2,3,3,2.0,3.0
597,597,Girl In A Country Song,MADDIE & TAE,Upbeat,Medium Tempo,Traditional,Female,20140816,212.0,0,,32,5,2,2,2,3.0,3.0
598,598,Buy U A Drank (Shawty Snappin'),T-PAIN featuring YUNG JOC,Energizing,Fast Tempo,Urban,Male,20070526,243.0,1,1989.0,18,6,0,4,3,0.0,4.0
599,599,I Put A Spell On You,ANNIE LENNOX,Gritty,Medium Tempo,Pop,Female,20150228,200.0,0,1954.0,61,3,2,3,2,4.0,2.0
600,600,Crank That (Soulja Boy),SOULJA BOY,Defiant,Slow Tempo,Urban,Male,20070915,152.0,1,1990.0,17,3,1,4,3,0.0,1.0
601,601,6 God,DRAKE,Cool,Medium Tempo,Urban,Male,20150307,357.0,0,1986.0,29,5,2,4,3,2.0,6.0
602,602,Hollaback,GWEN STEFANI,Defiant,Medium Tempo,Pop,Female,20050507,77.0,1,1969.0,36,3,2,3,2,3.0,0.0
603,603,Drink To That All Night,JERROD NIEMANN,Upbeat,Medium Tempo,Traditional,Male,20140118,267.0,0,,29,5,2,2,3,2.0,4.0
604,604,Look At You,BIG & RICH,Empowering,Medium Tempo,Traditional,Male,20140920,235.0,0,,33,6,2,2,3,3.0,3.0
605,605,Love In This Club,USHER featuring YOUNG JEEZY,Sensual,Medium Tempo,Urban,Male,20080315,198.0,1,1978.0,30,2,2,4,3,2.0,2.0
606,606,Burn,ELLIE GOULDING,Energizing,Medium Tempo,Electronica,Female,20140104,255.0,0,1986.0,28,6,2,1,2,2.0,4.0
607,607,Shots,IMAGINE DRAGONS,Yearning,Medium Tempo,Alternative & Punk,Male,20150214,523.0,0,1979.0,36,4,2,1,3,3.0,6.0
608,608,Mmm Yeah,AUSTIN MAHONE featuring PITBULL,Excited,Medium Tempo,Urban,Male,20140208,541.0,0,,25,5,2,4,3,1.0,6.0
609,609,Inside Your Heaven,CARRIE UNDERWOOD,Empowering,Medium Tempo,Traditional,Female,20050702,205.0,1,1983.0,22,6,2,2,2,1.0,2.0
610,610,When I Was Your Man,BRUNO MARS,Sophisticated,Medium Tempo,Pop,Male,20130420,223.0,1,1985.0,28,4,2,3,3,2.0,3.0
611,611,Chillin' It,COLE SWINDELL,Yearning,Medium Tempo,Traditional,Male,20140104,206.0,0,1983.0,31,4,2,2,3,3.0,2.0
612,612,Jungle,JAMIE N COMMONS & X AMBASSADORS,Defiant,Medium Tempo,Rock,Male,20140628,235.0,0,,36,3,2,1,3,3.0,3.0
613,613,Boom Boom Pow,THE BLACK EYED PEAS,Cool,Medium Tempo,Urban,Mixed,20090418,41.0,1,1975.0,34,5,2,4,1,3.0,0.0
614,614,Last Friday Night (T.G.I.F.),KATY PERRY,Excited,Medium Tempo,Pop,Female,20110827,252.0,1,1984.0,27,5,2,3,2,2.0,4.0
615,615,Rolling In The Deep,ADELE,Yearning,Medium Tempo,Pop,Female,20110521,124.0,1,1988.0,23,4,2,3,2,1.0,0.0
616,616,All Me,DRAKE featuring 2 CHAINZ & BIG SEAN,Defiant,Medium Tempo,Urban,Male,20140104,163.0,0,1986.0,28,3,2,4,3,2.0,1.0
617,617,Get Me Some Of That,THOMAS RHETT,Yearning,Medium Tempo,Traditional,Male,20140125,220.0,0,1990.0,24,4,2,2,3,1.0,3.0
618,618,How I Feel,FLO RIDA,Excited,Medium Tempo,Urban,Male,20140125,258.0,0,1979.0,35,5,2,4,3,3.0,4.0
619,619,Slow Motion,TREY SONGZ,Sensual,Medium Tempo,Urban,Male,20150207,239.0,0,1984.0,31,2,2,4,3,3.0,3.0
620,620,Heaven,JAKE WORTHINGTON,Empowering,Slow Tempo,Traditional,Male,20140531,208.0,0,,21,6,1,2,3,0.0,2.0
621,621,California Gurls,KATY PERRY featuring SNOOP DOGG,Excited,Medium Tempo,Pop,Mixed,20100619,235.0,1,1984.0,26,5,2,3,1,1.0,3.0
622,622,Calm Down,BUSTA RHYMES featuring EMINEM,Defiant,Medium Tempo,Urban,Male,20140719,211.0,0,1972.0,42,3,2,4,3,4.0,3.0
623,623,Like A G6,FAR*EAST MOVEMENT featuring CATARACS & DEV,Sensual,Medium Tempo,Urban,Male,20101030,309.0,1,1981.0,29,2,2,4,3,2.0,6.0
624,624,We Dem Boyz,WIZ KHALIFA,Energizing,Medium Tempo,Urban,Male,20140503,238.0,0,1987.0,27,6,2,4,3,2.0,3.0
625,625,Headlights,EMINEM featuring NATE RUESS,Defiant,Medium Tempo,Urban,Male,20140329,284.0,0,1972.0,42,3,2,4,3,4.0,5.0
626,626,Work Bitch,BRITNEY SPEARS,Defiant,Medium Tempo,Pop,Female,20140118,255.0,0,1981.0,33,3,2,3,2,3.0,4.0
627,627,I Gotta Feeling,THE BLACK EYED PEAS,Empowering,Medium Tempo,Urban,Mixed,20090711,174.0,1,1977.0,32,6,2,4,1,3.0,1.0
628,628,Mean To Me,BRETT ELDREDGE,Yearning,Medium Tempo,Traditional,Male,20141122,659.0,0,1986.0,28,4,2,2,3,2.0,6.0
629,629,Uma Thurman,FALL OUT BOY,Excited,Fast Tempo,Alternative & Punk,Male,20150131,1300.0,0,1984.0,31,5,0,1,3,3.0,6.0
630,630,The Blower's Daughter,MATT McANDREW,Romantic,Medium Tempo,Pop,Male,20141220,881.0,0,1990.0,24,2,2,3,3,1.0,6.0
631,631,First Love,JENNIFER LOPEZ,Peaceful,Slow Tempo,Pop,Female,20140705,238.0,0,1970.0,44,1,1,3,2,4.0,3.0
632,632,No One,ALICIA KEYS,Sophisticated,Slow Tempo,Urban,Female,20071201,157.0,1,1981.0,26,4,1,4,2,1.0,1.0
633,633,She Came To Give It To You,USHER featuring NICKI MINAJ,Energizing,Medium Tempo,Urban,Mixed,20140913,209.0,0,1982.0,32,6,2,4,1,3.0,2.0
634,634,Wasted Love,MATT McANDREW,Sentimental,Slow Tempo,Pop,Male,20150103,226.0,0,1990.0,25,4,1,3,3,1.0,3.0
